196,72,28.01.2020 00:00:00
196,59,29.01.2020 00:00:00
196,65,30.01.2020 00:00:00
197,16,31.01.2020 00:00:00
198,62,03.02.2020 00:00:00
196,77,04.02.2020 00:00:00
196,92,10.02.2020 00:00:00
197,24,11.02.2020 00:00:00
197,12,12.02.2020 00:00:00
196,1,13.02.2020 00:00:00
198,02,14.02.2020 00:00:00
198,77,17.02.2020 00:00:00
199,16,18.02.2020 00:00:00
201,66,19.02.2020 00:00:00
204,03,20.02.2020 00:00:00
206,23,21.02.2020 00:00:00
209,33,24.02.2020 00:00:00
213,77,25.02.2020 00:00:00
210,24,26.02.2020 00:00:00
208,27.02.2020 00:00:00
209,32,28.02.2020 00:00:00
203,18,02.03.2020 00:00:00
200,7,03.03.2020 00:00:00
201,55,04.03.2020 00:00:00
203,43,05.03.2020 00:00:00
205,32,06.03.2020 00:00:00
206,94,09.03.2020 00:00:00
203,78,10.03.2020 00:00:00
202,58,11.03.2020 00:00:00
203,03,12.03.2020 00:00:00
196,31,16.03.2020 00:00:00
199,83,18.03.2020 00:00:00
196,29,19.03.2020 00:00:00
201,08,20.03.2020 00:00:00
203,73,23.03.2020 00:00:00
209,18,24.03.2020 00:00:00
219,02,25.03.2020 00:00:00
217,94,26.03.2020 00:00:00
220,69,27.03.2020 00:00:00
213,86,30.03.2020 00:00:00
212,97,31.03.2020 00:00:00
214,5,01.04.2020 00:00:00
211,38,02.04.2020 00:00:00
217,88,03.04.2020 00:00:00
219,87,06.04.2020 00:00:00
223,92,07.04.2020 00:00:00
221,23,08.04.2020 00:00:00
221,46,09.04.2020 00:00:00
225,54,10.04.2020 00:00:00
224,58,14.04.2020 00:00:00
233,33,15.04.2020 00:00:00
229,43,16.04.2020 00:00:00
231,51,17.04.2020 00:00:00
227,94,20.04.2020 00:00:00
225,11,21.04.2020 00:00:00
225,94,22.04.2020 00:00:00
229,55,23.04.2020 00:00:00
234,96,24.04.2020 00:00:00
232,5,27.04.2020 00:00:00
229,91,28.04.2020 00:00:00
227,57,29.04.2020 00:00:00
228,94,30.04.2020 00:00:00
226,25,04.05.2020 00:00:00
228,84,05.05.2020 00:00:00
229,09,06.05.2020 00:00:00
228,52,07.05.2020 00:00:00
231,01,08.05.2020 00:00:00
230,47,11.05.2020 00:00:00
230,64,12.05.2020 00:00:00
230,39,13.05.2020 00:00:00
231,32,14.05.2020 00:00:00
235,31,15.05.2020 00:00:00
235,07,18.05.2020 00:00:00
235,48,19.05.2020 00:00:00
232,71,20.05.2020 00:00:00
233,94,21.05.2020 00:00:00
229,3,22.05.2020 00:00:00
231,34,25.05.2020 00:00:00
230,92,26.05.2020 00:00:00
226,13,27.05.2020 00:00:00
220,67,28.05.2020 00:00:00
222,19,29.05.2020 00:00:00
222,49,01.06.2020 00:00:00
220,78,02.06.2020 00:00:00
220,14,03.06.2020 00:00:00
214,5,04.06.2020 00:00:00
216,31,05.06.2020 00:00:00
212,28,08.06.2020 00:00:00
213,04,09.06.2020 00:00:00
217,35,10.06.2020 00:00:00
218,98,12.06.2020 00:00:00
219,01,15.06.2020 00:00:00
216,73,16.06.2020 00:00:00
215,99,17.06.2020 00:00:00
219,17,18.06.2020 00:00:00
218,85,19.06.2020 00:00:00
221,64,22.06.2020 00:00:00
224,71,23.06.2020 00:00:00
223,56,24.06.2020 00:00:00
223,68,25.06.2020 00:00:00
223,79,26.06.2020 00:00:00
223,06,29.06.2020 00:00:00
225,88,30.06.2020 00:00:00
226,3,01.07.2020 00:00:00
225,43,02.07.2020 00:00:00
225,9,03.07.2020 00:00:00
226,65,06.07.2020 00:00:00
227,55,07.07.2020 00:00:00
228,37,08.07.2020 00:00:00
230,98,09.07.2020 00:00:00
230,05,10.07.2020 00:00:00
229,83,13.07.2020 00:00:00
229,91,14.07.2020 00:00:00
229,23,15.07.2020 00:00:00
226,96,16.07.2020 00:00:00
229,12,17.07.2020 00:00:00
228,16,20.07.2020 00:00:00
227,66,21.07.2020 00:00:00
229,92,22.07.2020 00:00:00
229,51,23.07.2020 00:00:00
229,84,24.07.2020 00:00:00
232,55,27.07.2020 00:00:00
234,4,28.07.2020 00:00:00
234,2,29.07.2020 00:00:00
235,89,30.07.2020 00:00:00
236,33,31.07.2020 00:00:00
234,78,03.08.2020 00:00:00
236,13,04.08.2020 00:00:00
237,6,05.08.2020 00:00:00
244,59,06.08.2020 00:00:00
247,5,07.08.2020 00:00:00
243,58,10.08.2020 00:00:00
245,78,11.08.2020 00:00:00
233,16,12.08.2020 00:00:00
233,27,13.08.2020 00:00:00
232,39,14.08.2020 00:00:00
232,78,17.08.2020 00:00:00
235,17,18.08.2020 00:00:00
238,27,19.08.2020 00:00:00
233,95,20.08.2020 00:00:00
230,27,21.08.2020 00:00:00
229,93,24.08.2020 00:00:00
232,96,25.08.2020 00:00:00
228,25,26.08.2020 00:00:00
231,63,27.08.2020 00:00:00
230,61,28.08.2020 00:00:00
232,73,31.08.2020 00:00:00
232,36,01.09.2020 00:00:00
232,76,02.09.2020 00:00:00
232,82,03.09.2020 00:00:00
232,95,04.09.2020 00:00:00
232,44,07.09.2020 00:00:00
233,53,08.09.2020 00:00:00
231,33,09.09.2020 00:00:00
237,07,10.09.2020 00:00:00
237,77,11.09.2020 00:00:00
235,14.09.2020 00:00:00
236,28,15.09.2020 00:00:00
234,67,16.09.2020 00:00:00
236,68,17.09.2020 00:00:00
234,76,18.09.2020 00:00:00
235,73,21.09.2020 00:00:00
233,05,22.09.2020 00:00:00
235,06,23.09.2020 00:00:00
231,28,24.09.2020 00:00:00
232,45,25.09.2020 00:00:00
233,28,28.09.2020 00:00:00
234,26,29.09.2020 00:00:00
237,6,30.09.2020 00:00:00
234,54,01.10.2020 00:00:00
235,51,02.10.2020 00:00:00
234,76,05.10.2020 00:00:00
234,87,06.10.2020 00:00:00
234,88,07.10.2020 00:00:00
231,01,08.10.2020 00:00:00
231,65,09.10.2020 00:00:00
234,42,12.10.2020 00:00:00
234,81,13.10.2020 00:00:00
230,66,14.10.2020 00:00:00
235,21,15.10.2020 00:00:00
236,65,16.10.2020 00:00:00
238,73,19.10.2020 00:00:00
237,49,20.10.2020 00:00:00
237,6,21.10.2020 00:00:00
239,44,22.10.2020 00:00:00
236,74,23.10.2020 00:00:00
236,63,26.10.2020 00:00:00
236,58,27.10.2020 00:00:00
238,1,28.10.2020 00:00:00
236,35,29.10.2020 00:00:00
237,54,30.10.2020 00:00:00
239,36,02.11.2020 00:00:00
240,35,03.11.2020 00:00:00
239,69,04.11.2020 00:00:00
238,23,05.11.2020 00:00:00
239,02,06.11.2020 00:00:00
238,33,09.11.2020 00:00:00
226,87,10.11.2020 00:00:00
228,36,12.11.2020 00:00:00
229,03,13.11.2020 00:00:00
231,09,16.11.2020 00:00:00
229,03,17.11.2020 00:00:00
230,06,18.11.2020 00:00:00
226,93,19.11.2020 00:00:00
226,17,20.11.2020 00:00:00
227,23,23.11.2020 00:00:00
222,54,24.11.2020 00:00:00
217,7,25.11.2020 00:00:00
218,58,26.11.2020 00:00:00
218,41,27.11.2020 00:00:00
215,19,30.11.2020 00:00:00
211,74,01.12.2020 00:00:00
217,55,02.12.2020 00:00:00
217,04,03.12.2020 00:00:00
217,86,04.12.2020 00:00:00
217,83,07.12.2020 00:00:00
221,27,08.12.2020 00:00:00
221,71,09.12.2020 00:00:00
217,05,10.12.2020 00:00:00
216,88,11.12.2020 00:00:00
216,92,14.12.2020 00:00:00
215,16,15.12.2020 00:00:00
217,5,16.12.2020 00:00:00
216,33,17.12.2020 00:00:00
220,39,18.12.2020 00:00:00
219,53,21.12.2020 00:00:00
224,12,22.12.2020 00:00:00
222,82,23.12.2020 00:00:00
222,55,24.12.2020 00:00:00
222,92,28.12.2020 00:00:00
220,86,29.12.2020 00:00:00
221,62,30.12.2020 00:00:00
223,95,31.12.2020 00:00:00
